,content,prob,Sentimental,Date
4217," turns 45National swimmer Park Tae-hwan signs an autograph for a fan during an event to mark  ’ 45th anniversary. The event took place at an  outlet in Donggyo-dong, western Seoul, late on Friday./ Courtesy of    2014-11-09",0.8638029098510742,Positive,2014-11-09
4218," needs strategies to boost brand power'By Park Si-sooMoon Ji-hun, president of Interbrand’s Seoul Office  has been named the seventh most powerful corporate brand in the world in a 2013 survey by American consultancy firm Interbrand.This moves the company up one place from 2012 and marks the highest position it ha  2014-11-09",0.9573192000389099,Positive,2014-11-09
4219,War for the wrist ragesTechnology giants prepare for post-smartphone eraBy Kim Yoo-chul’s Gear SMicrosoft's wearable device Band’s Watch R  and other global tech giants are unveiling new smartwatches and health-tracking wearable gadgets to come top in the wrist wear sector.The compan  2014-11-09,0.7303935289382935,Positive,2014-11-09
4221,"Competition over mobile payment services heats upBy Yoon Sung-wonDaum Kakao’s BankwalletTougher competition is brewing in the mobile payment services sector since   and Naver jumped on the bandwagon. , the world’s top handset maker, recently said it would launch a mobile payment service in cooperatio  2014-11-09",0.8586680293083191,Positive,2014-11-09
4222,"Recent BookKim Byoung-wan: Dong-A Ilbo; 280 pp., 14,000 won  Author, lecturer and self-improvement trainer Kim Byoung-wan, who has been building the concept of self-enrichment through reading a lot of books, has published another self-help book.In “Book Training,” Kim, a former researcher for Samsu  2014-11-07",0.865908145904541,Positive,2014-11-07
4223,"s UHD TV in North AmericaModels promote  ’ ultra high-definition (UHD) TVs displayed at the company’s showroom during a Consumer  Show in Seoul, Thursday. The company said the market share for its UHD TVs has surpassed 60 percent for the first time in North America./ Courtesy of Sams  2014-11-06",0.8614885807037354,Positive,2014-11-06
4224," SDS shares 134 times oversubscribedBy Bahk Eun-ji SDS saw the offering of its shares to retail investors, Thursday, oversubscribed 134 times when it closed the two-day subscription ahead of the listing.The guarantee money deposited by retail investors for the subscription to the initial public offering (IPO) topped 16 trillion  2014-11-06",0.7149823904037476,Negative,2014-11-06
4225," pursues 'dual-track' strategy in chipsCompany focuses flash chips in China, DRAMs in Korea By Kim Yoo-chul  plans to pursue a ""dual-track"" strategy in its semiconductor business next year in order to improve managerial effectiveness, the company said Thursday.The strategy shift comes after the company's semiconductor d  2014-11-06",0.7716717720031738,Positive,2014-11-06
4226," SDS IPO to solve heirs' tax worriesBy Kim Yoo-chul SDS, an affiliate specializing in system integration, will be listed on the Korea Stock Exchange, Nov. 14, with its shares expected to soar to at least 350,000 won and push its total market cap to 27 trillion won.This is expected to give the next generation of  leaders   2014-11-05",0.9487981200218201,Positive,2014-11-05
4227, vs. XiaomiBy John Burton The profit plunge reported by   last week raises questions about the company’s vertically integrated model and economies of scale that once made it appear to be unassailable. ’s current troubles are a warning to other Korean manufacturers that depe2014-11-05,0.9676852822303772,Negative,2014-11-05
4228,"Seoul bourse to see stunted growth in 2015: analystsSouth Korea's stock market is forecast to trade bearish in 2015 in comparison to this year, analysts said Wednesday, stymied by a lack of growth momentum in local firms as well as unfavorable market conditions abroad.The median of estimates from six local brokerage houses put the benchmark Korea Com  2014-11-05",0.9694501757621765,Negative,2014-11-05
4229,"VMware seeks closer partnership with , Pat Gelsinger, CEO of VMware, speaks during a press conference of the company’s tech forum “vForum 2014” held at COEX in Samseong-dong, southern Seoul, Tuesday. The CEO said the company will establish closer partnership with  and  while seeking more opportunities in the Ko  2014-11-04",0.9361110329627991,Positive,2014-11-04
4230," Electro-Mechanics to shed jobsBy Kim Yoo-chul Electro-Mechanics plans to carry out a voluntary retirement program to cut costs amid falling profits, officials of  Group affiliates said Tuesday.Buffeted by sliding profits and emboldened competitors, tech affiliates of  have begun restructuring their workforce  2014-11-04",0.9538115859031677,Negative,2014-11-04
4231,"Companies unable to plan for 2015By Lee Hyo-sik, , ,  and other major groups are having difficulties drawing up business plans for 2015 with foreign exchange rates and other elements of the business environment turning unfavorable, officials said Tuesday.They said the continuing weakness of the Japanese yen has de  2014-11-04",0.9445704221725464,Negative,2014-11-04
4232,"Seoul shares drop 0.91 pct as weak yen weighsSouth Korean stocks ended 0.91 percent lower Tuesday as investors continued to cut down their holdings on concerns that a weakening yen will erode the profitability of local manufacturers, analysts said. The local currency fell against the U.S. dollar.The benchmark Korea Composite Stock Price Index   2014-11-04",0.8659759163856506,Negative,2014-11-04
4234," in talks with SAP, MS about healthcareBy Kim Yoo-chul  is in talks with both SAP and Microsoft (MS) to form alliances to collaborate on commercializing a number of health-oriented devices and services. aims to generate 10 trillion won in revenue from healthcare businesses by 2020, according to company officials.  2014-11-03",0.8490476012229919,Positive,2014-11-03
4235,"Korean won trades at 7-month low vs dollar on BOJ moveSouth Korea's currency fell to a seven-month low against the U.S. dollar on Monday, tracking a slide in the yen's value against the greenback as Japan's central bank pushed for further monetary easing.The won was changing hands at 1,076.00 won to the dollar as of 10:58 a.m., down 7.50 won from the p  2014-11-03",0.8620378971099854,Negative,2014-11-03
4236,"Seoul shares start lower on blue chip lossesSouth Korean stocks started lower Monday on losses in blue chip shares, analysts said.The benchmark Korea Composite Stock Price Index (KOSPI) slipped 7.23 points, or 0.37 percent, to 1,957.2 in the first 15 minutes of trading.Tech giant   moved down 0.72 percent, and No. 1 carmaker  2014-11-03",0.8143095374107361,Negative,2014-11-03
4237,"Foreigners increase  shareholdings to record highBy Kim Yoo-chulForeign investors’ holdings of   stocks rose to an eight-year high last month, the Korea Stock Exchange (KRX) said Sunday.“Foreigners’ holdings of  stocks reached 52.33 percent as of Oct. 31,” a KRX official said. “In June 2006, t  2014-11-02",0.8249510526657104,Positive,2014-11-02
4238," as US court to void Microsoft dealBy Kim Yoo-chul  has aed a United States court to invalidate its previous licensing agreement with Microsoft (MS), insisting that the latter’s purchase of Nokia's handset division has raised anti-trust issues.""The agreement, now between two competitors, invites charges of c  2014-11-02",0.8485981225967407,Negative,2014-11-02
4239,"1,000 fish found dead near  factoryBy Kim Se-jeong Suwon local government and environmental NGOs are conducting investigations into what caused about 1,000 fish to die in a small stream cutting through the city.The dead fish were found the Woncheon Stream on Friday morning near Joongang Bridge, close to a   manufact  2014-11-02",0.7524530291557312,Negative,2014-11-02
4240,Discounts give boost to  OLED TV salesSales of  ’ 55-inch curved OLED TV sets are moving at a promising pace. / Courtesy of  By Kim Yoo-chul  aggressive pricing strategy for high-end and premium televisions has begun paying off for the world's second-biggest TV manufacturer in terms of sales.  2014-11-02,0.9342982172966003,Positive,2014-11-02
4241,"Seoul shares edge up 0.28 pct on gains in  sharesSouth Korean shares edged up 0.28 percent Friday as investors indued in   shares on growing expectations for dividend payouts, analysts said. The local currency fell sharply against the U.S. dollar.The benchmark Korea Composite Stock Price Index (KOSPI) added 5.5 points to 1,964.  2014-10-31",0.8680927753448486,Negative,2014-10-31
4242,"Seoul shares up 0.19 pct in late morning tradeSouth Korean stocks traded 0.19 percent higher late Friday morning, led by gains in large-cap shares, analysts said.The benchmark Korea Composite Stock Price Index (KOSPI) rose 3.64 points to 1,962.57 as of 11:20 a.m. , the world's largest smartphone maker, jumped 4.91 percent and 2014-10-31",0.8698737025260925,Positive,2014-10-31
4243," cautious about Q4 outlookA student tries out  ’ Gear products at one of the technology giant’s shop in Seoul, Thursday.   has recently vowed to overhaul its handset lineup as its smartphone sales are on the decline amid tougher competition from Apple and Chinese rivals. / AP-Y  2014-10-30",0.9012327790260315,Negative,2014-10-30
4245,"IT companies bolstering partnerships, B2B businesses ’ Vice Chairman Kwon Oh-hyun, eleventh from left, poses with senior Chinese politicians and other officials at an event to celebrate the operation of the company’s mega chip-manufacturing plant in Xian, western China, in this file photo taken in May.  is increas  2014-10-30",0.8734524846076965,Positive,2014-10-30
4246,"s smartphone customer service recognized in ChinaBy Yoon Sung-won   said Wednesday it had won a “gold prize” for smartphone customer satisfaction in China.The company said the award given by the China Center for Information Industry Development (CCID) is expected to help its performance in the Chinese market, where it  2014-10-29",0.8978970646858215,Positive,2014-10-29
4248," releases Galaxy Note EdgeA model promotes  ’ Galaxy Note Edge, a “sibling” model of the company’s newest flagship Galaxy Note 4, at the company’s display room in Gangnam, Seoul, Tuesday. / Courtesy of  By Bahk Eun-ji  released Galaxy Note Ed  2014-10-28",0.8999550342559814,Positive,2014-10-28
4249,"Most Brilliant advertisements in 2014Advertisements chosen for excellence in innovative design, concept  Storydoing, word-of-mouth are at core of creative advertisement  By Kim Chan-soukProfessor at Department of Advertising & Public Relations, Cheongju University The nation’s advertisement industry has an estimated worth of 2014-10-27",0.9805936217308044,Positive,2014-10-27
4251,"Drawing with Note 4Staffers show drawings made on  ’ Galaxy Note 4 to visitors during a promotional event at the company’s Digital Plaza in Hongdae, Seoul, Sunday./ Courtesy of    2014-10-26",0.9442687630653381,Positive,2014-10-26
4252, willing to pay leukemia-stricken workersBy Kim Yoo-chul  said it will provide compensation to everyone who developed leukemia after working at its chip and display-manufacturing plants.The move come a month after the company agreed with the six families of eight leukemia sufferers to set up an independent arbitration bod  2014-10-26,0.8002005219459534,Positive,2014-10-26
4255," unveils new phone with in-house processorA model presents "" G3 Screen"" mobile phones, a variant of the company’s G3 flagship model, Friday. The G3 Screen adopted ’s in-house application processor. / Courtesy of  By Kim Yoo-chul  has unveiled a new handset equipped with a ""Nuclun"" processor designed  2014-10-24",0.8703488111495972,Positive,2014-10-24
4257,"Shin Ramyeon most popular Korean product in ChinaBy Park Si-sooShin RamyeonNongshim’s instant noodles “Shin Ramyeon,” SBS TV’s drama “My Love from the Star” and cosmetics firm Amore Pacific’s “Sulwhasoo” were among 42 of the most popular Korean products in China, according to the Korea Marketin  2014-10-23",0.8912943005561829,Positive,2014-10-23
4258,"  posts record earnings in Q3By Yoon Sung-won   posted 1.3 trillion won in operating profit during the third quarter ― the largest quarterly figure in its history ― on strong demand for DRAM and NAND Flash chips.The company recorded 4.31 trillion won ($4.83 billion) in sales, up 10 percent from a year earlier. Its operat  2014-10-23",0.915840208530426,Positive,2014-10-23
4260,"Food tastingA chef prepares food during an exhibition titled “Lifestyle Showcase,” organized by  ’ kitchen electric appliances brand Chef Collection and Shinsegae’s Food Market, at the Shinsegae Department Store in central Seoul, Wednesday. The companies said the exhibi2014-10-22",0.8023679256439209,Positive,2014-10-22
4261,Korea's leading robot vacuum cleaner maker seeks court receivershipBy Park Si-sooCEO Park Hong-seokKorea’s leading robot vacuum cleaner manufacturer Moneual has filed for court receivership after failing to pay bonds worth 500 billion won ($474.1 million) that matured last week.The Suwon District Court will soon decide whether to approve its request. Major cr  2014-10-22,0.8796582221984863,Negative,2014-10-22
4262,"Korea's next hit product?By John Burton The  industry moves at a dizzy pace. Look at how   was the undisputed king of smartphones at the beginning of the year, but is now seen under renewed threat by Apple at the upper end with the iPhone 6 and iPhone 6 plus and Chinese makers such as Xiaomi at 2014-10-22",0.9689568281173706,Positive,2014-10-22
4263,"Firms compete to usher in 5G eraAn  Telecom employee explains about the company’s strategy to a visitor on the fifth-generation telecom network during the 5G Global Summit, a sideline event to the ongoing World IT Show 2014 at BEXCO in Busan, Tuesday. The mobile carrier pledged to launch the next-generation telecom service  2014-10-22",0.8663877844810486,Positive,2014-10-22
4264,",  showcase devicesA model promotes  ’ new 5G technology at the company’s booth during the World IT show in BEXCO, Busan, Monday./ Courtesy of  By Bahk Eun-jiBUSAN ―   introduced its next range of products to be used on its 5G network ― the next generat  2014-10-20",0.8872677087783813,Positive,2014-10-20
4266,"Seoul shares open higher on U.S. gainSouth Korean stocks started higher Monday, tracking gains in the U.S. peers, analysts said.The benchmark Korea Composite Stock Price Index (KOSPI) rose 20.90 points, or 1.1 percent, to 1,921.56 in the first 15 minutes of trading.Market bellwether   rose 1.93 percent and top portal 2014-10-20",0.8050801157951355,Positive,2014-10-20
4267,"GiGa Internet - KT's new growth engineKT Chairman Hwang Chang-gyu speaks about the company’s five key growth engines. / Courtesy of KTLocal firm transforms into total providerBy Kim Yoo-chulLast year, local telecommunications giant KT seemed to be on a downward spiral. With its operating losses mounting, it expanded its non-teleco  2014-10-19",0.878638505935669,Negative,2014-10-19
4268,"KT to showcase latest telecom technologiesThis is the KT booth at BEXCO Convention Center for the Oct. 20-Nov. 4 ITU conference in Busan. / Courtesy of KTBy Kim Yoo-chulKT will unveil its latest technologies at the International Telecommunication Union (ITU) Plenipotentiary Conference in Busan.KT, the nation’s dominant fixed-line oper  2014-10-19",0.9531172513961792,Positive,2014-10-19
4269,"Join Turtle Marathon at Mt. NamThe Korea Times encourages readers to enjoy the chilly wind and early morning sunshine at Mount Nam at the 444th Turtle Marathon this Sunday.The monthly event, organized by Hankook Ilbo, a sister paper of The Korea Times, has garnered more than 1.2 million participants since its inauguration in 19782014-10-17",0.9898159503936768,Positive,2014-10-17
4270,"KOSPI barely stays above 1,900By Choi Kyong-aeDealers look at the monitor at the dealing room of Korea Exchange Bank Friday afternoon when KOPSPI dipped below the psychologically-important 1,900 before bouncing back to end the trade at 1,900.66. / Yonhap Seoul shares fell sharply Friday on heavy foreign selling, sending the benc  2014-10-17",0.9786659479141235,Negative,2014-10-17
4271," Union criticizes Banolim over cancer talksBy Kim Yoo-chul General Labor Union (SGLU), a legally established union within  Group, urged a local advocacy group Friday to join talks on compensation of former employees who've developed leukemia and other incurable diseases.""We urge Banolim to join the settlement talks to resolve t  2014-10-17",0.8164694309234619,Negative,2014-10-17
4272,"Companies chided for not complying with telecom ActMinister Choi Yang-hee, second on the left, speaks with senior executives of mobile carriers and handset makers in a hurriedly-arranged breakfast meeting in the JW Marriott Seoul, Friday. KCC Chairman Kim Sung-joon, first on the left, also attended the meeting. / YonhapBy Kim Yoo-chulThe nation&rsqu  2014-10-17",0.9672612547874451,Negative,2014-10-17
4273," culinary schoolFrom left, chefs Eric Trochon, Elena Arzak and Eric Frechon pose during the opening ceremony for the  Culinary Class, a culinary school for ordinary people established by  , at the national culinary school Ferrandi in France, Wednesday (local time)./ Courtesy of  Elec2014-10-16",0.9362645149230957,Positive,2014-10-16
4275,"KT, ,  to showcase tech prowess at ITUBy Kim Yoo-chulKT and other tech giants will showcase their latest technologies at the upcoming International Telecommunications Union (ITU) meeting in Busan next week.Telecom ministers from around the world and CEOs of global tech companies will gather for the world’s largest telecom-related   2014-10-16",0.9619107246398926,Positive,2014-10-16
4276,"S. Korean shares open lower on Wall Street lossesSouth Korean stocks started lower on Thursday tracking overnight losses on U.S. equities market.The benchmark Korea Composite Stock Price Index (KOSPI) stood at 1,910.60 in the first 15 minutes of trading, down 15.31 points or 0.79 percent from Wednesday's close.Market behemoth   m  2014-10-16",0.939521312713623,Negative,2014-10-16
4277,"S. Korean tech players to gather at ITU meetingSouth Korean tech companies are set to gather in events on the sidelines of the International Telecommunications Union (ITU) meeting slated for next week, and promote their latest developments in IT technologies, industry sources said Thursday.The country's three mobile carriers --  Telecom Co., K  2014-10-16",0.7723448872566223,Positive,2014-10-16
4278,5G network test  researchers demonstrate the fifth-generation mobile network technology in this file photo. The company said Wednesday it has succeeded in testing the next-generation mobile network in a moving car./ Courtesy of  2014-10-15,0.8521537780761719,Positive,2014-10-15
4280,"Capital outflow concerns increasingBy Chung Ah-young Foreign investors sold about 2 trillion won worth of stocks over the past couple of weeks as the won weakened against the dollar, raising concerns that Korea might see a bigger foreign capital outflow. According to the Korea Exchange (KRX), foreign investors had sold a net 1.9 tril  2014-10-15",0.7411705255508423,Negative,2014-10-15
4281,"Sell' report extinct in Seoul bourseBy Yoon Ja-young Analyst reports are supposed to guide investors to make the right decision, but many investors in Seoul doubt the credibility of reports which never tell them to “sell.”The gap between the target prices they suggest and the actual stock prices is also widening.According   2014-10-15",0.8377270102500916,Negative,2014-10-15
4282,"New Merck chairman emphasizes investment for the firm's longevityJohannes Baillou, chairman of the board of partners of German pharmaceutical company E. Merck KG, right, and Michael Grund, managing director of Merck Korea, pose at the company’s booth during the International Meeting on Information Display exhibition at the KINTEX hall in Goyang, Gyeonggi Pr  2014-10-15",0.8461093902587891,Positive,2014-10-15
4283,"S. Korean shares open higher on net buying by private investors, institutionsSouth Korean stocks opened higher Wednesday on buying by private investors and institutions as the central bank holds its Monetary Policy Committee to discuss key rates.The benchmark Korea Composite Stock Price Index (KOSPI) started in positive territory and stood at 1,937.55 in the first 15 minutes  2014-10-15",0.8549044728279114,Positive,2014-10-15
4284,",  at KES ’ G-Watch R is seen at  booth during this year’s Korea  Show in KINTEX Convention Center, Goyang, Gyeonggi Province, Thursday./ Courtesy of  By Bahk Eun-ji  introduced premium electronic products, especially in ultra high-definiti  2014-10-14",0.9337645173072815,Positive,2014-10-14
4285,"Facebook agrees  on content, mobileBy Kim Yoo-chulTop executives at Facebook and   agreed to jointly develop mobile content.The social network site looks to improve its mobile presence and  needs to boost its content business.Facebook CEO Mark Zuckerberg met with   Vice Chairman and    2014-10-14",0.8498398065567017,Positive,2014-10-14
4287,",  to show off latest display technologyVisitors are briefed over the details of ’s latest display technologies at last year’s International Meeting on Information Display in KINTEX Convention Center, Goyang, Gyeonggi Province. / Courtesy of  DisplayBy Bahk Eun-ji, Yoon Sung-won Display said Monday it will show  2014-10-13",0.9317970275878906,Positive,2014-10-13
4288," denies 'unfair' handset pricesBy Kim Yoo-chul  said Monday that it doesn't apply ""discriminatory pricing policies"" to its handset prices as these are subject to changes based on hardware specifications and network availability."" wants to make sure that we aren't applying different pricing guidelines acco  2014-10-13",0.7221825122833252,Negative,2014-10-13
4289,"Koreans pay top dollar for mobile phonesBy Yoon Sung-wonAmong all OECD member nations, consumers in Korea pay the highest prices for mobile handsets.“Some domestic handset manufacturers charge the most both for basic and premium phones,” said Rep. Moon Byeong-ho of the opposition New Politics Alliance for Democracy, citing a r  2014-10-12",0.8052577972412109,Positive,2014-10-12
4291,"Faster Wi-Fi  staffers demonstrate faster Wi-Fi technology at the company’s research and development center in Suwon, Gyeonggi Province, Sunday. The new technology offers 4.6 gigabits per second, which is five times faster than the fastest service currently available. / Courtesy of Samsu2014-10-12",0.8751225471496582,Positive,2014-10-12
4292," develops 5 times faster WiFi technology  Co., a South Korean tech giant, said Sunday that it has developed a core technology for a faster wireless fidelity (WiFi) network, whose Internet access it claims is more than five times faster than the current WiFi access., the world's largest manufacturer of smartphones,  2014-10-12",0.7769344449043274,Positive,2014-10-12
4293,"Seoul stocks expected to remain weakBy Choi Kyong-aeA dealer looks at a monitor in the dealing room of the Korea Exchange Bank in central Seoul after the Korea Composite Stock Price Index (KOSPI) ended down 1.24 percent at 1940.92, Friday. / YonhapSeoul stocks are expected to remain weak due to concerns over reduced corporate earnings  2014-10-12",0.7905285954475403,Negative,2014-10-12
4294,"Korea remains vulnerable to external risBy Choi Kyong-aeThe nation’s exports-oriented economy will remain vulnerable to external ris without a recovery in consumer spending, analysts said Sunday.“To boost sluggish domestic demand, the government and Korean companies need to come up with stimulus measures aimed at boosting as  2014-10-12",0.8402292728424072,Negative,2014-10-12
4295,"KOSPI hits five-month lowBy Yoon Ja-youngSeoul shares plunged Friday, following falls in the United States and Europe amid concerns over the EU economy.The benchmark KOSPI closed at 1,940.92, down 24.33, or 1.24 percent, the lowest since May 7 when it hit 1,939.88.The uncertainties in the EU, triggered by poor economic indi  2014-10-10",0.7879472970962524,Negative,2014-10-10
4296,", , Kia among top 100 global brandsBy Park Si-soo ,  Motor and Kia Motors were among the world’s top 100 corporate brands in 2013, according to data from Interbrand, a U.S.-based consultancy firm, Thursday. In its 15th annual report on brand power,  was ranked 7th, up one place from the previous   2014-10-09",0.932007372379303,Positive,2014-10-09
4297,Parliamentary audits already limpingBy Kang Seung-woo It’s just two days into this year’s parliamentary audit of state agencies and already it looks like the chances of any significant progress being made are very slim. This comes after a slew of previously seen malpractices resurfaced again earlier this year.Amid growing   2014-10-09,0.9832314252853394,Negative,2014-10-09
4300,"Future of smart homeA   model looks at a visitor on a television screen thanks to a camera attached to the door during the International Smart Home and Building Show 2014 at the COEX in -dong, southern Seoul, Wednesday. / Courtesy of  2014-10-08",0.9536375403404236,Positive,2014-10-08
4301,"[ed] The ' shock'Korea ought to reduce reliance on a few global playersWhen   reported its second-quarter sales and profit figures three months ago, the domestic media called it an “earnings shock.”The numbers are not all in yet, but the business showings of the world’s largest sm2014-10-08",0.9218930602073669,Negative,2014-10-08
4302, seeks arbitration over Microsoft disputePetition filed with int’l court office in Hong KongBy Kim Yoo-chul  has filed a petition for arbitration with an international court office in Hong Kong to resolve a dispute with Microsoft (MS) over handset royalties.It filed the request with the Hong Kong office of the Inter  2014-10-08,0.7934073805809021,Negative,2014-10-08
4304,"FSC to scrap outdated authentication systemsFinancial Services Commission (FSC) Chairman Shin Je-yoon, center, talks with Lee Sir-goo, left, co-CEO of Daum Kakao during a meeting with officials of IT firms in Kakao’s headquarters in Pangyo, Gyeonggi Province, Monday. / Courtesy of FSCBy Chung Ah-youngFinancial Services Commission (FSC)   2014-10-06",0.7289313673973083,Negative,2014-10-06
4305,"Major companies pressed to investYoon Sang-jick, second from right, minister of trade, industry and energy, speaks during a meeting with the CEOs of 16 large companies at the JW Marriot Hotel in Seoul, Monday.   Vice Chairman Kwon Oh-hyun, right, and 15 other heads of large firms attended the meeting, calling on t  2014-10-06",0.9289504885673523,Positive,2014-10-06
4306," to invest W15.6 tril. in chip plant  Vice Chairman Kwon Oh-hyun, third from left, poses with Gyeonggi Province Governor Nam Kyung-phil, second from left, Pyeongtaek City Mayor Kong Jae-kwang, left, and Gyeonggi Urban Innovation Corporation CEO Choi Geum-shik after signing an agreement to build a chip plant in Pyeong  2014-10-06",0.7960149645805359,Negative,2014-10-06
4307, to pump 15.6 tln won into new chip lineSouth Korea's tech giant   Co. said Monday it plans to invest some 15.6 trillion won (US$14.7 billion) to set up a new chipmaking facility in the northwestern part of the country to better meet the soaring global demands for chips. said it will break the ground on the new pl  2014-10-06,0.7605283856391907,Positive,2014-10-06
4308,"Business hotels boom in SeoulBy Park Si-sooLow-price business hotels are rapidly sprouting around Seoul in the wake of a tourist surge, particularly from China.Several five-star hotel operators, including Shilla, Starwood and Ambassador, are moving into this emerging segment. Major tour agencies here, including Hana Tour and Mo  2014-10-05",0.9757795333862305,Positive,2014-10-05
4309,"NPS hit by weak chaebol stocksBy Chung Ah-youngChairman Choi KwangThe National Pension Service (NPS) has posted 1.6 trillion won worth of stock investment losses over the last nine months from its stock holdings in the nation’s top 10 chaebol companies, data showed Sunday.The market value of its holdings in the listed unit  2014-10-05",0.91866135597229,Negative,2014-10-05
4310, pressures Microsoft on anti-competition groundsBy Kim Yoo-chulMicrosoft (MS) recently disclosed that   was trying to enlist the help of Korea’s Fair Trade Commission (FTC) to reduce its royalties payments.“ has aed the Korean competition authorities to change the parties’ private contract by reducing   2014-10-05,0.8940417766571045,Negative,2014-10-05
4311,"New telecom act draws mixed responsesHandset shops look deserted in the I-Park Mall in Yongsan, downtown Seoul, Thursday, as customers are shunning new handsets on reduced subsidies following the implementation of the new telecom law. / YonhapConsumers shun buying new phones on reduced subsidiesBy Kim Yoo-chulThe new telecom act, which  2014-10-02",0.9611383676528931,Negative,2014-10-02
4312," showcases Galaxy Note 4's durabilityBy Bahk Eun-ji  released a video clip showing that its new Galaxy Note 4 has no problem related to bending, poking fun at Apple hit by the “Bendgate” controversy.The footage comes as Apple’s iPhone 6 and 6 Plus reportedly have bending problems. uploaded the  2014-10-02",0.829800546169281,Negative,2014-10-02
4313," begins mobile payment service in ChinaBy Bahk Eun-ji  has launched a mobile payment service in China in cooperation with UnionPay, a Chinese bank card association that handles interbank payments.The mobile payment service using near field communication (NFC) is for ’s device users there, the company said T  2014-10-02",0.9021192193031311,Positive,2014-10-02
4315,Tycoons root for unpopular sports Motor ChairmanChung Mong-koo Group ChairmanChey Tae-wonHanwha Group ChairmanKim Seung-yeonHanjin Group ChairmanCho Yang-hoBy Park Si-sooKorea is cementing its position as Asia’s second strongest country in sports in the Incheon Asian Games.What’s behind the shining achievement   2014-10-01,0.9948354959487915,Positive,2014-10-01
4316,"Weak yen pushes KOSPI below 2,000By Choi Kyong-aeShare prices fell below 2,000 for the first time in two months after a weak yen put pressure on exporters competing against their Japanese rivals in the global marketplace.On Wednesday, the Korean Composite Stock Price Index (KOSPI) fell 1.4 percent to close at 1,991.54, the first ti  2014-10-01",0.8118676543235779,Negative,2014-10-01
4317," to boost investment in VietnamConglomerate heir meets with top Vietnamese officialsBy Kim Yoo-chul heir-apparent Lee Jae-yong met with a delegation of high-ranking Vietnamese officials led by General Secretary of the Communist Party of Vietnam (CPV) Nguyen Phu Trong, late Wednesday, as the company seeks to expand its part  2014-10-01",0.9231708645820618,Positive,2014-10-01
4318," unveils chip-embedded suitActor Hyun Bin demonstrates how an NFC chip-embedded suit interacts with a smartphone at the Millennium Seoul Hilton Hotel, Tuesday./ Courtesy of Cheil IndustriesBy Park Si-sooCheil Industries, a clothing-making arm of  Group, has unveiled a chip-embedded suit enabling the wearer to turn a ri  2014-09-30",0.8580967783927917,Positive,2014-09-30
4321," retooling marketing strategyBy Kim Yoo-chul  has launched a ta force to prevent a further fall in the company's crucial smartphone business, sources said Tuesday."" created a ta force with marketing staff from the mobile, semiconductor and appliances divisions. The main purpose of the team is to com  2014-09-30",0.9688130021095276,Negative,2014-09-30
4323,"Seoul shares up in late morning tradeSouth Korean stocks traded higher late Monday morning, taking a cue from gains in the U.S. stock market, analysts said.The benchmark Korea Composite Stock Price Index (KOSPI) gained 0.12 percent, or 2.71 points, to 2,034.35 as of 11:20 a.m.Major blue-chip stocks remained in positive terrain with top  2014-09-29",0.9403095841407776,Positive,2014-09-29
4324,"CeBIT sets 'D!conomy' as key themeD!conomy will be the key theme in next year's CeBIT trade fair in the German city of Hannover, the show organizer said.A senior executive at the technology exhibition said the show has been transformed as the venue for latest technology solutions focusing on the business-to-business (B2B) segment si  2014-09-28",0.9787094593048096,Positive,2014-09-28
4325,"Analysts put positive spin on  Motor's land purchaseBy Park Si-sooChung Mong-koo Motor will make additional returns from added brand value and property holdings on an area of land it purchased for $10 billion last week from the Korea Electricity Power Corp. (KEPCO), analysts said Sunday.“Having its headquarters on such a location will su  2014-09-28",0.8790299892425537,Positive,2014-09-28
4326,"EMBASSY LINEScience forum slated for TuesdayThe Embassy of Italy will host a two-day science and economics forum at the Renaissance Hotel in Seoul on Tuesday and Wednesday.During the Fifth Korea-Italy Science and Technology Forum, scientists, researchers and university professors from the two countries will pre  2014-09-28",0.8896987438201904,Positive,2014-09-28
4327," slashes 55-inch OLED TV price’s latest 55-inch curved OLED TV on show at its headquarters in Yeoui-do, Seoul on Sunday. The TV will sell for 3.99 million won at major stores from September 29. / Courtesy  Now W3.99 mil. from W15 mil a year agoBy Kim Yoo-chulOLED, an organic light-emitting diode, has been co  2014-09-28",0.8785074949264526,Negative,2014-09-28
4328,"  opens new chip assembly plant in ChinaBy Kim Yoo-chul  opened its latest chip plant in Chongqing City, southwest China, on Friday.“The plant will help us meet the growing demand for flash memories in China in accordance with market situations,” the chipmaker said in a statement.The plant will assemble and test NAND fl  2014-09-26",0.8651383519172668,Positive,2014-09-26
4329," starts selling KakaoTalk-friendly fold phoneA model shows the newly unveiled, fold-type smartphone the“ Wine Smart”at  Twin Tower in Yeouido, Seoul, Monday.   started selling the budget smartphone for older customers. / Courtesy of  By Kim Yoo-chul  has teamed with Kakao to diversify its   2014-09-26",0.8141009211540222,Positive,2014-09-26
4330,"  opens new chip assembly plant in ChinaBy Kim Yoo-chul  opened its latest chip plant in Chongqing City, southwest China, on Friday.""The plant will help us meet the growing demand for flash memories in China in accordance with market situations,"" the chipmaker said in a statement.The plant will assemble and test NAND flash chips ma  2014-09-26",0.886695921421051,Positive,2014-09-26
